K,<,>,S,T,M,P,H,U,V,KT,[,C,A,B,U>,F,SK,D,I,G,Y,c,HK,],e,X,N,Q,L,J,PS,f,j,<A,O,SH,Z,d,E,a,FP,KM,Kc,YK,`,MU,b,JK,^,PG,cT,LM,TM,TK,k,[M,[T,TU,MT,l,m,<V,AB,M>,MU>,K[,GS,KL,W,<C,r,SY,1,TU>,_,PH,SHK,<f,]M,M],o,HS,p,Vd,T>,M[,AD,GK,DP,q,s,KU,cK,GH,KS,[K,PN,Tc,BI,FPS,KMU>,KMU,CV,T[,SG,VF,eP,SYK,<AB,MTU,NQ,LT,I[,KY,T],K>,VD,K^,SP,p>,[>,FS,PSK,TL,<H,IG,2,eS,PGS,MTU>,S[K,PI,[L,S[,KX,DB,\,L[,bS,KV,[`,BP,g,KE,VS,<F,PGK,VP,PHS,[j,]T,KTL,Vk,KI,IF,d`,T[M,<m,KA,NP,KU>,HK[,<e,Kl,CD,R,HKT,CE,WX,]^,QP,X_,[KL,BY,NG,eF,EK,<K,KH,fX,h,DX,Aj,AO,<k,TKM,GY,lK,jM,TX,<CV,IS,GI,[],jV,ZA,T^,3,DPS
127,92,92,88,82,76,69,55,53,52,51,50,45,43,43,42,41,38,37,36,36,36,35,34,33,33,32,30,29,29,23,23,22,21,21,19,18,18,18,17,17,17,17,17,17,16,16,16,15,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
