1,Q2,S1,2,3,4,A,>,<,S,6,SA,Q,QA,7,AQ,AS,1S,E,5,QAS,SAQ,R,E1,Y,2Q,EA,AE,<S,Q5,RS,A>,SR,QR,11,YQ,RE,8,9,R4,<Q,QAE,EAQ,SY,REA,RSA,EAS,QY,10,YQA,S5,SAE,5Q,<SA,3S,17,ASR,1E,AQY,SYQ,ASY,4R,19,QRS,YS,1>,QA>,AQR,2E,RQ,SAQY,QYS,4Q,E2,8A,A8,5S,SRE,ER,YQAS,2R,<QA,QRE,<QR,RSAQ,E1S,D,REAQ,12,A13,14,AQYS,RE1,QRSA,4E,N,QREA,15,SREA,16,14A,A14,REAS,ASYQ,YSA,SYQA,3Y,AER,YE,18,20Q,RD,20,Y3,A21,A22,AQRS,S5Q,23,YQ2,RQA,24,SA>,QN,QYSA,AQN,QASY,S>,<3,S11,3R,10S,25,DA,EY,S10,QASR,S1E,26,AEY,ASRE,<4,S1>,7>,<SR,YQR,27,Y>,28,Q5S,YSAQ,<SAQ,QAER,YEA,1Y,29,30A,30,2QY,SRD,RS5,R4E,AEYQ,RSAE,31,EYQ,RDA,1SR,NQ,32,EA13,AQRE,EA>,E6,33,S23,12E,Q12,34,23S,14AS,SA14,Y9,SYQR,<8,A35,RE2,<S1,11S,36,EASY,NS,37,SY3
78,68,63,57,57,42,37,37,37,36,36,35,34,34,34,32,30,30,28,28,27,27,27,26,24,24,23,23,21,21,20,20,19,19,19,18,18,18,17,17,16,16,16,16,15,15,15,15,15,14,14,13,13,13,13,13,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
