>,<,Q,<Q,A,QA,<QA,1,<1,F,A>,AQ,*,AF,QAF,QA>,2,R,<QAF,F>,Q>,1>,*>,AF>,QR,<QR,A*,QAF>,AQ>,*A,2>,FA,QA*,F*,<QA*,3,AF*,Q*,F*>,Q3,QF,A*>,<Q3,RQ,FA>,AF*>,QA*>,QAF*,RA,*A>,1F,R*,FQ,<Q*,<QAF*,*Q,4,<1F,5,<4,3>,Q*A,QR*,AR,QAF*>,2F,R>,<QR*,RF,QAR,6,Q5,<QAR,AFQ,R*A,<Q*A,Q3>,*AF,<QF,QF>,QRA,RQA,<Q5,<R,7,<QRA,*AQ,*F,<7,AQF,<F,QRF,FQ>,QR*A,5>,2F>,*Q>,<QR*A,RQ>,<QRF,AQ*,RA>,4A,1F>,QFA,Q*>,1*,Q5>,<RA,RAQ,<4A,FAQ,FQA,4>,QR>,AR>,*F>,AFQ>,AQR,<FA,Q*A>,QAR>,8,*2,*R,*QA,6>,RQA>,RF>,<1*,7>,RAF,*AF>,A*Q,9,AQF>
2199,2199,2137,2073,1988,1714,1588,1084,1033,968,824,757,732,721,593,526,515,500,494,482,441,437,369,353,328,287,286,277,270,264,253,247,241,225,204,197,170,167,166,165,148,144,138,135,133,127,125,123,120,120,118,114,114,110,109,102,102,96,94,90,89,89,88,88,88,86,83,80,79,78,73,73,72,71,69,67,66,65,65,65,63,61,60,58,57,56,56,54,54,53,52,52,52,51,51,50,49,48,47,46,45,45,45,44,41,41,39,39,38,38,38,38,37,37,37,36,34,34,34,34,34,34,33,32,31,31,30,30,30,29,29,28,28,28,28,28
